Call ID,CallTimestamp,CallDuration,Call Type,EmployeeID,WaitTime,CallAbandoned
30340,5/18/2021 10:08,380,2,F533051,0,0
30341,5/12/2021 8:45,861,3,N470942,0,0
30342,5/8/2021 8:28,18,3,V732706,0,0
30343,5/31/2021 8:22,1221,2,F542348,32,0
30344,6/30/2021 15:40,80,2,V732706,103,0
30345,5/30/2021 13:35,777,3,A475155,5,0
30346,5/15/2021 14:45,337,2,S274120,104,0
30347,6/13/2021 10:46,835,1,K915074,3,0
30348,5/20/2021 14:00,696,2,J192194,19,0
30349,5/15/2021 9:24,41,3,D411745,3,0
30350,6/10/2021 13:04,555,1,U194381,194,0
30351,6/10/2021 8:52,375,2,K273930,29,0
30352,6/27/2021 9:04,417,3,M794992,5,0
30353,6/11/2021 13:29,109,2,N772493,0,0
30354,6/23/2021 9:56,608,3,F542348,280,0
30355,6/28/2021 9:07,1258,2,V828034,0,0
30356,5/2/2021 9:21,928,3,S704443,28,0
30357,6/10/2021 12:42,147,2,I281837,0,0
30358,5/16/2021 8:43,130,1,T664783,0,0
30359,5/22/2021 15:07,73,1,K669566,27,0
30360,6/29/2021 12:32,723,3,T664783,0,0
30361,5/20/2021 10:19,769,2,V828034,14,0
30362,5/22/2021 15:22,960,3,I281837,0,0
30363,5/10/2021 14:47,561,2,E243130,16,0
30364,6/17/2021 13:46,610,1,E988252,15,0
30365,6/2/2021 14:04,697,3,H438047,3,0
30366,6/23/2021 12:54,588,2,S704443,54,0
30367,6/5/2021 12:09,542,1,V732706,5,0
30368,6/3/2021 12:13,390,3,K222775,0,0
30369,6/5/2021 13:49,9,1,K222775,3,0
30370,6/29/2021 12:36,14,3,X110622,0,1
30371,6/24/2021 12:21,299,2,I281837,0,0
30372,5/8/2021 13:59,960,3,Y193775,0,1
30373,5/25/2021 9:56,1257,2,F542348,0,0
30374,5/20/2021 12:45,696,3,U194381,27,0
30375,5/21/2021 8:20,121,3,V732706,25,1
30376,5/5/2021 10:14,1217,1,H438047,22,0
30377,5/1/2021 8:19,993,2,J192194,0,0
30378,5/9/2021 8:56,200,1,A166733,126,0
30379,5/18/2021 8:31,1138,2,E988252,30,1
30380,5/21/2021 10:32,405,1,O856292,0,0
30381,6/19/2021 12:24,894,3,X825147,9,0
30382,5/17/2021 13:21,1200,2,N772493,17,0
30383,5/31/2021 12:58,1398,1,K399501,0,1
30384,6/11/2021 10:02,1122,1,L736768,21,0
30385,6/14/2021 10:04,926,2,H438047,30,0
30386,5/6/2021 12:51,1283,2,J549755,0,0
30387,6/21/2021 13:39,938,1,U194381,17,0
30388,5/12/2021 13:29,1084,2,U559430,12,0
30389,5/2/2021 8:27,763,2,K418200,12,0
30390,6/15/2021 15:19,116,3,O362956,2,0
30391,6/25/2021 8:42,241,3,N620104,0,0
30392,5/17/2021 8:56,1062,3,N470942,0,0
30393,5/6/2021 12:44,71,1,U641256,0,0
30394,5/29/2021 12:52,188,3,E778362,203,0
30395,5/29/2021 10:04,140,2,B861430,28,0
30396,5/23/2021 12:39,599,2,B861430,0,0
30397,6/21/2021 8:38,51,3,S704443,228,0
30398,6/18/2021 14:03,1244,2,G586239,5,0
30399,5/16/2021 9:41,992,3,J173690,0,0
30400,5/26/2021 13:42,406,3,B971624,20,0
30401,6/26/2021 10:50,1125,1,X825147,0,0
30402,6/8/2021 14:53,922,3,F533051,18,0
30403,5/30/2021 11:55,225,3,U641256,27,0
30404,6/19/2021 8:11,168,3,V228277,18,0
30405,5/3/2021 8:35,670,3,E137708,17,0
30406,6/21/2021 10:12,327,3,P203824,0,0
30407,5/23/2021 15:52,895,3,X409223,52,1
30408,5/8/2021 11:34,753,3,K222775,0,0
30409,5/8/2021 11:46,1253,1,P203824,0,0
30410,6/24/2021 15:12,748,2,V828034,0,0
30411,5/15/2021 9:39,331,3,K915074,15,0
30412,6/19/2021 14:03,605,3,G727038,6,0
30413,5/29/2021 11:31,75,2,X825147,10,0
30414,5/28/2021 15:24,1410,1,N620104,29,0
30415,6/16/2021 15:17,23,2,I281837,3,0
30416,6/25/2021 13:53,329,3,M163408,8,1
30417,6/17/2021 14:36,1349,1,E778362,29,0
30418,6/1/2021 8:10,108,3,D411745,20,0
30419,5/8/2021 14:06,840,1,F533051,0,0
30420,6/28/2021 15:00,589,3,J549755,0,0
30421,6/26/2021 8:21,1486,3,V732706,0,0
30422,5/23/2021 11:46,1086,2,K915074,0,0
30423,5/11/2021 9:05,709,3,V732706,0,0
30424,5/15/2021 15:59,982,1,N620104,233,0
30425,6/13/2021 13:49,1151,3,V828034,0,0
30426,6/4/2021 9:34,1353,3,B971624,39,0
30427,5/31/2021 12:12,585,3,G586239,4,0
30428,5/18/2021 13:20,1246,2,J419954,0,0
30429,6/29/2021 11:09,1209,2,N772493,8,0
30430,5/3/2021 12:53,824,3,F533051,76,0
30431,5/10/2021 13:53,533,1,I281837,27,0
30432,6/6/2021 15:38,295,3,J173690,0,0
30433,6/22/2021 8:17,1201,3,K669566,0,1
30434,5/18/2021 12:08,736,3,Y193775,23,0
30435,6/22/2021 12:48,482,3,O856292,28,0
30436,5/15/2021 14:54,955,2,E778362,5,1
30437,6/19/2021 8:37,800,2,K669566,0,0
30438,6/9/2021 8:34,773,2,E988252,28,0
30439,6/24/2021 11:10,1078,3,F533051,103,0
30440,6/22/2021 15:47,932,3,Y193775,2,0
30441,6/10/2021 15:41,812,2,I281837,28,1
30442,6/2/2021 14:01,797,3,L736768,111,0
30443,5/22/2021 15:34,441,1,I281837,13,0
30444,5/30/2021 8:46,786,3,S704443,20,0
30445,5/20/2021 14:22,617,3,L736768,5,0
30446,6/4/2021 14:28,538,1,M163408,154,0
30447,6/15/2021 12:21,558,2,E243130,5,0
30448,6/1/2021 9:22,869,2,G727038,7,0
30449,5/8/2021 14:01,859,3,G727038,9,0
30450,5/10/2021 11:21,1376,3,D411745,15,0
30451,6/28/2021 9:01,1144,3,M163408,16,0
30452,6/19/2021 15:23,1068,2,S564705,0,0
30453,5/2/2021 14:20,1081,3,J173690,17,0
30454,5/6/2021 15:15,1273,3,J419954,25,0
30455,5/10/2021 11:58,1257,3,D411745,0,0
30456,6/7/2021 15:01,856,3,P203824,9,0
30457,6/18/2021 10:57,261,3,L736768,0,0
30458,5/17/2021 9:48,330,3,M163408,0,0
30459,6/7/2021 15:05,1403,3,M794992,0,0
30460,6/21/2021 14:40,1340,3,Q921541,27,0
30461,6/26/2021 14:42,658,2,G727038,250,0
30462,5/1/2021 8:34,776,3,U641256,12,0
30463,6/9/2021 13:03,1181,2,K418200,17,0
30464,6/12/2021 15:27,1449,1,K418200,3,0
30465,6/12/2021 11:42,212,3,G586239,9,0
30466,5/25/2021 8:34,1290,1,Q921541,0,0
30467,6/23/2021 12:20,1452,3,J419954,0,0
30468,6/10/2021 15:37,974,3,N620104,30,0
30469,6/27/2021 8:47,175,2,E243130,0,0
30470,5/30/2021 15:53,551,3,V732706,99,0
30471,6/21/2021 10:58,1271,2,X110622,18,0
30472,6/4/2021 9:28,212,3,U559430,26,0
30473,5/12/2021 15:26,1384,3,M794992,201,0
30474,6/25/2021 10:47,467,2,M794992,0,1
30475,5/21/2021 10:58,1254,2,K399501,14,0
30476,5/15/2021 10:28,1102,2,G727038,0,0
30477,6/23/2021 12:00,207,3,C206355,23,0
30478,6/3/2021 14:18,712,2,L736768,0,0
30479,5/30/2021 12:00,1021,1,Y193775,0,0
30480,5/3/2021 13:59,542,2,B861430,0,0
30481,5/23/2021 9:12,822,1,K273930,0,0
30482,5/16/2021 14:07,669,1,F533051,19,0
30483,5/16/2021 8:33,359,3,B861430,181,0
30484,5/8/2021 14:26,510,1,K669566,11,0
30485,5/8/2021 10:20,1441,2,S704443,0,0
30486,6/7/2021 15:52,379,3,T387561,0,1
30487,5/12/2021 8:34,763,1,A166733,297,0
30488,5/6/2021 10:13,467,2,E778362,24,0
30489,6/10/2021 8:28,125,2,T664783,30,0
30490,5/13/2021 11:57,1046,2,J632516,6,0
30491,6/12/2021 12:16,1136,1,N620104,0,0
30492,5/26/2021 13:49,206,3,T387561,0,0
30493,6/1/2021 10:43,761,3,E778362,4,0
30494,6/18/2021 14:59,105,1,I281837,0,0
30495,5/17/2021 14:11,704,2,F542348,0,0
30496,5/13/2021 13:32,137,3,E988252,10,0
30497,6/21/2021 15:19,375,1,K915074,0,0
30498,6/29/2021 13:22,289,3,S564705,0,0
30499,5/10/2021 13:23,494,3,K399501,0,0
30500,5/16/2021 11:01,149,2,J173690,28,0
30501,5/24/2021 11:35,1179,1,S564705,7,0
30502,5/29/2021 14:46,1318,3,C319958,15,0
30503,5/25/2021 14:11,413,2,O362956,21,0
30504,5/3/2021 9:26,1375,1,T659609,0,0
30505,6/12/2021 15:54,570,2,I281837,0,0
30506,5/7/2021 8:43,1374,2,K669566,13,0
30507,6/11/2021 12:59,1148,3,U641256,6,0
30508,6/6/2021 12:36,528,3,V732706,0,0
30509,5/9/2021 15:22,159,2,A475155,14,0
30510,5/6/2021 8:53,591,3,T398672,239,0
30511,6/25/2021 11:07,1299,3,B651033,17,0
30512,5/19/2021 10:16,387,2,V828034,0,0
30513,6/28/2021 9:48,437,3,U194381,0,1
30514,6/18/2021 10:20,1356,3,P286634,0,1
30515,6/8/2021 12:23,1425,2,U194381,0,1
30516,6/19/2021 9:41,1491,2,K222775,0,0
30517,5/20/2021 8:20,130,1,D411745,27,0
30518,6/7/2021 10:58,750,3,V228277,0,1
30519,6/9/2021 14:19,850,3,F542348,9,0
30520,5/26/2021 9:16,1067,3,T387561,13,0
30521,6/15/2021 10:02,564,3,F542348,0,0
30522,5/5/2021 14:17,513,3,P286634,9,0
30523,6/3/2021 9:44,466,2,D411745,16,0
30524,6/14/2021 11:05,272,3,H438047,9,1
30525,5/9/2021 13:48,1449,1,K418200,24,0
30526,6/1/2021 14:36,1311,3,V732706,10,0
30527,6/15/2021 9:42,493,2,D411745,0,0
30528,5/30/2021 10:13,1484,2,E243130,0,1
30529,5/22/2021 15:01,1038,2,J419954,23,0
30530,5/21/2021 13:06,83,1,L736768,8,0
30531,5/28/2021 12:17,1068,2,D774655,25,0
30532,5/20/2021 14:52,577,1,I281837,92,0
30533,6/14/2021 14:42,1492,2,Q921541,0,0
30534,6/20/2021 15:53,174,2,J549755,28,0
30535,6/4/2021 15:50,929,3,Y193775,0,0
30536,6/7/2021 14:11,587,2,S704443,27,0
30537,5/17/2021 10:48,1307,3,C206355,26,0
30538,6/14/2021 13:08,1311,3,V732706,0,0
30539,6/13/2021 10:44,164,3,F542348,0,0
30540,6/2/2021 10:09,592,2,N620104,0,0
30541,6/13/2021 14:00,566,3,K222775,0,1
30542,5/16/2021 12:04,299,3,V828034,23,0
30543,5/19/2021 10:10,1234,3,I543040,0,0
30544,6/8/2021 10:18,716,2,K399501,0,0
30545,5/8/2021 9:41,624,3,J173690,0,0
30546,5/30/2021 12:37,1242,3,J173690,0,0
30547,6/20/2021 14:19,1096,3,S564705,165,0
30548,6/14/2021 11:43,225,2,X409223,20,0
30549,5/7/2021 15:36,194,2,C319958,1,0
30550,6/27/2021 8:23,228,1,T387561,236,0
30551,6/14/2021 13:46,1450,3,E243130,12,0
30552,6/12/2021 8:25,1329,3,G727038,0,0
30553,5/11/2021 11:23,344,2,K273930,0,0
30554,5/14/2021 12:17,982,3,K273930,0,0
30555,6/23/2021 10:49,626,3,D411745,17,0
30556,5/25/2021 10:19,334,2,X991580,0,1
30557,6/22/2021 8:42,134,1,B971624,22,0
30558,6/8/2021 13:31,955,2,D774655,12,0
30559,6/27/2021 14:31,1037,1,T398672,0,0
30560,5/17/2021 14:38,1092,3,O856292,0,1
30561,5/28/2021 8:28,318,3,K399501,0,0
30562,5/30/2021 15:45,1480,2,J173690,0,0
30563,6/21/2021 12:14,120,2,M163408,8,0
30564,6/17/2021 12:14,1409,2,J632516,1,0
30565,6/20/2021 11:18,30,2,J192194,2,1
30566,5/28/2021 12:42,1071,3,J632516,30,0
30567,6/8/2021 12:11,138,2,E778362,171,0
30568,5/15/2021 14:51,149,3,V828034,0,0
30569,6/10/2021 15:45,825,3,T659609,0,0
30570,5/8/2021 14:36,74,3,L736768,79,0
30571,5/4/2021 8:39,630,2,N772493,4,0
30572,5/9/2021 10:07,512,2,J173690,60,0
30573,6/15/2021 14:59,1202,3,K418200,0,0
30574,6/30/2021 12:56,1445,2,K399501,261,0
30575,6/8/2021 14:26,969,3,S564705,0,0
30576,6/3/2021 8:11,748,3,A475155,0,0
30577,6/30/2021 10:02,120,1,K418200,0,1
30578,5/6/2021 11:46,1279,2,M163408,0,0
30579,6/26/2021 9:55,397,3,T398672,8,0
30580,5/18/2021 14:34,583,3,B651033,29,0
30581,5/24/2021 15:22,709,3,K273930,277,0
30582,6/14/2021 8:07,885,3,P286634,9,0
30583,6/27/2021 10:08,1054,3,G727038,23,0
30584,6/10/2021 15:55,26,3,X991580,12,0
30585,6/21/2021 10:20,839,1,S274120,0,0
30586,6/11/2021 15:33,184,1,X825147,20,0
30587,6/21/2021 15:31,540,3,S704443,0,0
30588,6/15/2021 12:24,120,3,I992869,0,0
30589,5/23/2021 12:33,413,3,A475155,0,0
30590,6/6/2021 8:50,607,3,X409223,16,1
30591,6/17/2021 13:17,1389,3,Q921541,0,0
30592,5/3/2021 15:15,786,3,U559430,210,0
30593,5/4/2021 14:40,1001,1,Q921541,27,0
30594,6/30/2021 10:24,95,2,C206355,0,0
30595,5/27/2021 13:18,1179,3,F533051,0,0
30596,5/23/2021 15:10,329,2,Y193775,11,0
30597,5/30/2021 10:59,468,3,T398672,2,0
30598,5/4/2021 14:26,282,3,G727038,38,0
30599,5/3/2021 11:12,1008,1,T398672,0,0
30600,5/23/2021 8:58,1289,2,N119221,112,1
30601,6/24/2021 9:00,610,2,T398672,0,0
30602,6/10/2021 10:06,556,3,I992869,13,0
30603,6/9/2021 13:13,789,3,T664783,13,0
30604,5/5/2021 8:01,1398,1,U194381,0,0
30605,6/11/2021 14:14,610,3,H438047,0,0
30606,5/21/2021 13:50,1027,1,K222775,14,0
30607,5/4/2021 14:37,1127,3,S564705,25,0
30608,5/8/2021 10:36,972,3,I543040,0,0
30609,5/5/2021 8:31,379,2,U194381,0,0
30610,6/22/2021 14:05,1267,2,C319958,13,0
30611,5/27/2021 9:56,607,3,K273930,7,0
30612,6/23/2021 12:56,709,3,Q921541,18,1
30613,6/7/2021 8:21,398,2,L736768,0,1
30614,6/26/2021 13:31,440,2,X110622,17,0
30615,6/19/2021 8:58,750,3,C319958,5,0
30616,6/7/2021 13:03,139,3,K418200,258,0
30617,5/1/2021 10:47,423,3,C206355,0,0
30618,5/27/2021 12:38,342,2,D411745,3,0
30619,5/26/2021 14:07,700,2,J192194,176,0
30620,6/30/2021 8:00,1142,2,S564705,0,0
30621,6/29/2021 9:30,1293,3,D774655,5,0
30622,5/6/2021 13:03,36,3,B651033,10,0
30623,6/7/2021 10:24,596,2,J192194,1,0
30624,5/3/2021 9:53,34,1,T664783,11,0
30625,5/14/2021 14:28,610,2,D411745,0,0
30626,5/23/2021 13:52,522,3,T398672,0,0
30627,6/24/2021 9:01,19,3,P286634,0,0
30628,5/16/2021 8:55,1451,3,G586239,0,0
30629,6/8/2021 10:16,108,2,B971624,0,0
30630,5/17/2021 15:33,105,3,T387561,20,0
30631,5/21/2021 12:35,851,3,X991580,0,0
30632,5/18/2021 15:12,148,2,T398672,15,0
30633,5/7/2021 10:09,179,2,J632516,18,0
30634,5/19/2021 13:29,269,2,H438047,22,1
30635,5/3/2021 9:11,561,1,C206355,80,0
30636,5/11/2021 10:39,1148,2,K669566,0,0
30637,5/2/2021 11:15,1402,1,T387561,0,0
30638,5/20/2021 13:32,1200,3,N772493,0,0
30639,5/10/2021 8:00,799,3,X409223,6,0
30640,6/8/2021 10:45,455,3,I992869,0,0
30641,5/5/2021 14:03,1318,3,I281837,21,0
30642,6/19/2021 13:26,361,1,S704443,0,0
30643,6/4/2021 10:43,138,1,X991580,0,0
30644,6/24/2021 14:02,205,2,M794992,27,0
30645,5/29/2021 15:30,32,2,D774655,5,0
30646,6/15/2021 14:45,526,2,N119221,1,0
30647,5/25/2021 14:49,967,2,F533051,0,0
30648,5/19/2021 15:13,168,3,X825147,0,0
30649,6/9/2021 8:23,952,3,I543040,0,0
30650,5/26/2021 11:35,601,3,E988252,291,0
30651,6/13/2021 9:03,597,3,K399501,0,0
30652,6/29/2021 8:36,360,3,B861430,0,0
30653,6/24/2021 15:57,1468,2,U194381,6,0
30654,6/24/2021 14:54,1015,2,E137708,0,0
30655,5/2/2021 12:58,225,3,A475155,25,0
30656,5/27/2021 10:39,1448,2,E988252,14,0
30657,6/22/2021 13:28,1215,2,K418200,17,0
30658,6/19/2021 9:46,982,3,M794992,18,0
30659,6/26/2021 10:10,1370,2,K273930,0,0
30660,6/14/2021 14:34,1470,3,J173690,0,0
30661,6/2/2021 15:47,1085,3,K399501,9,0
30662,6/30/2021 15:08,1394,3,X110622,24,0
30663,5/9/2021 9:56,26,3,T659609,65,0
30664,5/6/2021 13:44,269,1,D411745,0,0
30665,5/12/2021 8:22,202,3,A475155,0,0
30666,5/16/2021 13:12,241,3,E137708,0,0
30667,5/30/2021 12:39,272,2,U194381,0,0
30668,5/10/2021 15:24,471,3,C319958,0,0
30669,5/22/2021 11:13,660,3,O362956,232,0
30670,5/9/2021 9:55,37,2,N119221,27,0
30671,5/12/2021 8:28,482,3,T398672,3,0
30672,6/6/2021 11:55,1169,3,J173690,21,0
30673,5/18/2021 11:10,756,3,D411745,0,0
30674,6/23/2021 14:06,823,3,J419954,132,0
30675,6/12/2021 10:26,421,3,A475155,11,0
30676,5/23/2021 10:50,821,3,E243130,9,0
30677,6/3/2021 15:18,115,1,D411745,24,0
30678,6/24/2021 13:37,1082,3,V228277,0,0
30679,6/20/2021 10:33,521,1,K399501,17,0
30680,5/7/2021 14:37,1026,2,E988252,19,0
30681,6/6/2021 10:33,463,2,C206355,23,0
30682,5/6/2021 12:39,795,2,J549755,0,0
30683,5/7/2021 15:29,387,2,J173690,18,0
30684,6/22/2021 9:11,290,1,C319958,29,0
30685,6/22/2021 10:33,1109,3,B971624,0,0
30686,5/20/2021 14:30,578,2,N470942,0,0
30687,6/3/2021 12:00,710,3,Y193775,262,0
30688,6/20/2021 10:24,687,3,D774655,13,0
30689,5/22/2021 14:15,97,3,J549755,14,0
30690,5/2/2021 14:27,160,3,S274120,0,0
30691,6/25/2021 10:15,1146,3,T398672,283,0
30692,5/21/2021 11:07,699,1,T659609,191,0
30693,6/26/2021 11:57,73,3,V828034,27,0
30694,6/30/2021 15:09,94,2,I543040,0,0
30695,5/12/2021 13:50,1029,2,K669566,202,0
30696,5/20/2021 8:48,566,2,B651033,22,0
30697,5/18/2021 15:42,866,3,L736768,0,0
30698,6/19/2021 13:31,1021,1,N470942,0,0
30699,6/27/2021 10:36,1179,3,J173690,0,1
30700,5/23/2021 14:46,605,2,E243130,12,0
30701,5/21/2021 11:58,963,3,K399501,19,0
30702,5/22/2021 15:45,1117,3,B651033,0,0
30703,5/24/2021 9:16,1462,2,N119221,20,0
30704,6/3/2021 9:04,609,1,K418200,8,0
30705,5/6/2021 14:32,665,2,A475155,224,0
30706,6/30/2021 10:52,477,3,U641256,0,0
30707,5/5/2021 9:05,636,3,F533051,0,0
30708,5/26/2021 13:17,900,3,X110622,17,0
30709,5/8/2021 11:56,355,3,K273930,0,0
30710,6/29/2021 8:56,1078,2,X409223,30,0
30711,5/22/2021 9:00,666,2,P286634,10,0
30712,5/23/2021 9:46,1010,2,I543040,9,0
30713,6/11/2021 10:01,645,3,T659609,0,0
30714,5/8/2021 9:39,704,1,K669566,10,0
30715,5/1/2021 9:13,258,2,J632516,29,0
30716,6/23/2021 10:44,864,2,E988252,0,0
30717,6/19/2021 15:19,1197,3,I992869,0,0
30718,5/25/2021 8:01,1376,2,P203824,185,0
30719,6/12/2021 8:52,493,3,B651033,0,0
30720,5/1/2021 12:02,219,2,K222775,10,0
30721,6/29/2021 9:45,79,1,V228277,0,0
30722,5/18/2021 8:27,320,1,K399501,18,0
30723,6/18/2021 8:06,1399,2,E243130,0,0
30724,6/13/2021 10:19,1441,3,I543040,0,0
30725,5/16/2021 9:39,1337,2,T664783,29,0
30726,5/22/2021 8:47,1462,3,D774655,0,0
30727,6/11/2021 14:43,123,3,A166733,27,0
30728,6/24/2021 11:50,1221,1,D774655,12,0
30729,6/15/2021 15:00,800,2,U194381,29,0
30730,5/30/2021 15:44,1020,3,O362956,25,1
30731,5/27/2021 10:41,561,3,I992869,256,0
30732,5/17/2021 10:04,1162,1,G586239,0,0
30733,5/30/2021 11:22,417,3,N620104,0,1
30734,6/22/2021 11:42,1251,3,K418200,9,0
30735,6/16/2021 13:52,1368,2,F533051,17,0
30736,5/22/2021 11:30,1143,3,N772493,18,1
30737,6/29/2021 9:27,250,3,J419954,0,0
30738,6/5/2021 8:29,62,2,L736768,0,0
30739,5/28/2021 14:42,1410,3,D411745,6,0
30740,5/12/2021 10:07,1448,3,I992869,276,0
30741,5/11/2021 15:09,94,3,V228277,14,0
30742,6/20/2021 14:36,1245,3,K915074,0,0
30743,6/27/2021 11:56,877,2,S704443,29,0
30744,5/22/2021 13:37,1351,2,U194381,0,0
30745,5/8/2021 12:43,485,1,B971624,20,0
30746,5/22/2021 15:19,503,2,O362956,0,0
30747,6/10/2021 13:19,1454,3,J173690,18,0
30748,5/3/2021 14:14,364,2,U641256,25,0
30749,5/20/2021 12:21,1242,1,V828034,6,0
30750,6/3/2021 14:44,82,3,I992869,27,0
30751,6/16/2021 9:00,1485,3,X991580,5,0
30752,5/1/2021 10:28,233,3,V126561,5,0
30753,5/11/2021 15:38,1175,3,P286634,0,0
30754,5/5/2021 13:34,812,3,F533051,8,0
30755,5/19/2021 12:16,316,3,K273930,13,0
30756,5/30/2021 10:33,742,2,F542348,0,0
30757,5/7/2021 12:28,239,2,I281837,4,0
30758,6/13/2021 14:01,504,2,E778362,0,0
30759,6/6/2021 14:27,997,1,X409223,25,0
30760,6/17/2021 15:49,378,3,V732706,0,0
30761,5/20/2021 8:20,429,2,B651033,13,0
30762,6/14/2021 12:47,713,2,J192194,5,0
30763,5/17/2021 10:37,1176,3,K915074,47,0
30764,6/28/2021 14:49,1320,2,Y193775,23,0
30765,5/16/2021 8:42,221,3,J549755,6,0
30766,5/4/2021 13:38,830,3,N119221,24,0
30767,6/10/2021 9:04,1030,3,K399501,0,0
30768,6/9/2021 14:51,617,2,I543040,3,0
30769,5/15/2021 10:50,1018,1,T659609,26,0
30770,6/30/2021 11:55,107,3,O856292,0,0
30771,5/9/2021 15:03,357,3,U194381,155,0
30772,5/26/2021 8:25,996,2,V228277,0,0
30773,6/21/2021 10:25,607,3,I543040,230,0
30774,6/1/2021 10:06,484,1,U559430,0,0
30775,5/7/2021 15:16,1026,2,T387561,0,0
30776,5/26/2021 14:55,1074,1,D774655,25,0
30777,5/29/2021 14:04,602,3,T398672,25,0
30778,5/9/2021 13:38,1244,3,S704443,0,0
30779,6/29/2021 8:32,743,3,B971624,0,0
30780,6/6/2021 13:11,419,2,C206355,0,0
30781,6/26/2021 11:13,956,2,J419954,0,1
30782,5/10/2021 13:21,1048,2,Q921541,18,0
30783,5/26/2021 8:00,389,1,M855788,0,0
30784,5/30/2021 15:25,949,3,J549755,0,0
30785,5/31/2021 11:20,1348,3,J549755,11,0
30786,5/7/2021 13:43,1302,2,X110622,0,0
30787,6/20/2021 10:31,646,1,A475155,18,0
30788,6/8/2021 13:22,1468,2,E988252,6,0
30789,5/22/2021 8:16,921,3,X110622,0,0
30790,5/29/2021 15:05,1425,3,B861430,30,0
30791,6/23/2021 14:18,1418,3,J173690,24,0
30792,5/21/2021 13:50,562,3,J419954,27,0
30793,6/29/2021 15:39,1337,2,X991580,58,0
30794,5/28/2021 14:42,386,2,J549755,209,0
30795,6/21/2021 14:17,1228,2,G727038,29,0
30796,5/17/2021 14:01,1171,2,U559430,8,0
30797,6/28/2021 9:34,1473,2,D774655,23,0
30798,5/22/2021 8:08,1235,2,L736768,0,0
30799,6/1/2021 9:13,806,2,M855788,3,0
30800,5/27/2021 12:32,406,3,X825147,0,0
30801,5/3/2021 13:20,1114,2,J192194,0,0
30802,6/9/2021 15:47,558,1,X825147,0,0
30803,6/20/2021 8:17,1188,2,V828034,25,0
30804,5/27/2021 15:38,1338,3,U194381,3,0
30805,6/21/2021 12:59,1478,3,S564705,20,1
30806,5/14/2021 10:04,506,3,J549755,18,0
30807,6/15/2021 13:43,285,3,U194381,27,0
30808,6/29/2021 12:29,590,3,X110622,1,0
30809,6/28/2021 8:16,793,1,P286634,0,0
30810,6/27/2021 9:53,782,1,J632516,0,0
30811,5/17/2021 12:40,57,2,N470942,249,0
30812,5/15/2021 12:34,974,3,H438047,0,0
30813,5/12/2021 11:13,1368,2,K915074,90,0
30814,5/23/2021 13:53,353,2,A166733,6,0
30815,5/16/2021 14:02,716,2,K418200,5,1
30816,5/28/2021 14:22,875,3,E243130,28,0
30817,5/4/2021 10:31,227,3,K222775,15,1
30818,5/28/2021 12:45,18,2,K418200,4,0
30819,6/21/2021 12:20,1169,3,J419954,5,0
30820,6/24/2021 8:55,685,1,U641256,7,0
30821,6/30/2021 14:53,1041,3,X110622,15,0
30822,6/7/2021 10:40,957,1,K222775,200,0
30823,6/2/2021 12:53,1102,2,C206355,0,0
30824,5/17/2021 8:26,13,3,V732706,0,0
30825,6/29/2021 11:31,1203,2,I992869,0,0
30826,6/3/2021 11:21,176,3,T387561,0,0
30827,6/28/2021 9:49,83,2,S564705,16,0
30828,6/1/2021 13:37,912,3,T664783,0,0
30829,6/30/2021 15:16,152,3,K273930,9,0
30830,6/26/2021 11:15,423,1,X110622,28,0
30831,5/8/2021 15:35,60,2,F542348,0,0
30832,5/29/2021 12:02,889,3,A166733,7,0
30833,6/3/2021 12:51,768,2,T387561,0,1
30834,6/20/2021 10:29,208,3,K399501,0,0
30835,6/10/2021 8:26,1279,3,F533051,88,0
30836,6/5/2021 12:27,1035,3,E243130,0,0
30837,5/5/2021 13:27,528,3,K399501,0,0
30838,5/26/2021 8:02,690,3,Q921541,8,0
30839,6/13/2021 8:53,1317,1,V126561,3,0
30840,5/19/2021 13:43,730,3,K273930,25,0
30841,5/16/2021 9:22,761,3,I543040,3,0
30842,6/2/2021 14:02,1029,3,I543040,19,0
30843,5/3/2021 9:59,0,1,S564705,26,0
30844,6/17/2021 10:46,120,3,T664783,0,0
30845,5/1/2021 13:36,464,3,I281837,0,0
30846,5/29/2021 15:30,437,3,T664783,0,0
30847,5/31/2021 10:11,613,1,X409223,0,0
30848,5/9/2021 9:02,225,3,J192194,11,0
30849,5/10/2021 9:27,1260,2,A166733,29,0
30850,6/6/2021 13:06,681,2,L736768,0,0
30851,5/13/2021 13:40,964,1,V732706,25,0
30852,5/31/2021 11:19,1334,3,H438047,30,0
30853,6/1/2021 9:45,1018,2,O856292,29,0
30854,6/27/2021 14:10,1062,2,K915074,27,0
30855,6/1/2021 8:25,1407,3,X409223,8,0
30856,6/12/2021 9:28,1397,1,M855788,26,0
30857,6/18/2021 15:04,91,3,I992869,118,0
30858,6/19/2021 14:04,889,3,E778362,5,0
30859,6/7/2021 10:08,1086,3,F533051,0,0
30860,5/30/2021 10:25,1396,2,C206355,17,0
30861,5/8/2021 10:07,1163,1,T398672,14,0
30862,6/5/2021 11:28,366,1,X110622,7,0
30863,6/27/2021 9:40,167,2,C319958,292,1
30864,6/18/2021 14:51,1163,3,E137708,25,1
30865,5/6/2021 10:26,1086,3,T387561,0,0
30866,5/24/2021 12:10,1224,3,D774655,0,1
30867,5/5/2021 12:36,766,3,U641256,6,0
30868,5/25/2021 8:19,1326,3,H438047,15,0
